sku,digikey_url,digikey_inventory,digikey_price,digikey_status,newark_url,newark_inventory,newark_price,newark_status,combined_inventory,InStock,combined_status,last_updated
183283-02,https://www.digikey.com/en/products/detail/ni/183283-02/12817729,19.0,69.0,Active,https://www.newark.com/ni/183283-02/serial-cable-2m-gpib-interface/dp/13AJ3404,38.0,70.38,STOCKED,57.0,True,Active,12-22-2025
183283-04,https://www.digikey.com/en/products/detail/ni/183283-04/16647740,5.0,92.25,Active,https://www.newark.com/ni/183283-04/serial-cable-4m-gpib-interface/dp/13AJ3405,1.0,30.1,NO_LONGER_STOCKED,6.0,True,Active,12-22-2025
183285-01,https://www.digikey.com/en/products/detail/ni/183285-01/16648487,7.0,253.12,Active,https://www.newark.com/ni-emerson/183285-01/gpib-cable-1m-gpib-interface/dp/13AJ3407,0.0,225.0,NO_LONGER_STOCKED,7.0,True,Active,12-22-2025
183285-02,https://www.digikey.com/en/products/detail/ni/183285-02/16648614,5.0,277.88,Active,https://www.newark.com/ni/183285-02/gpib-cable-2m-gpib-interface/dp/13AJ3408,21.0,251.94,STOCKED,26.0,True,Active,12-22-2025
183285-0R2,https://www.digikey.com/en/products/detail/ni/183285-0R2/16648685,0.0,153.0,Active,https://www.newark.com/ni/183285-0r2/gpib-cable-200mm-gpib-interface/dp/13AJ3406,1.0,138.72,STOCKED,1.0,True,Active,12-22-2025
183432-01,https://www.digikey.com/en/products/detail/ni/183432-01/16647654,6.0,345.38,Active,https://www.newark.com/ni/183432-01/sh68f-68f-digital-cable-1m/dp/14AJ4628,9.0,313.14,STOCKED,15.0,True,Active,12-22-2025
183432-02,https://www.digikey.com/en/products/detail/ni/183432-02/12817826,10.0,416.25,Active,https://www.newark.com/digithead/183432-02/sh68-68-d1-shielded-cable-68-pins/dp/01AC5320,0.0,,NO_LONGER_MANUFACTURED,10.0,True,Obsolete,12-22-2025
183432-05,https://www.digikey.com/en/products/detail/ni/183432-05/16647280,0.0,528.75,Active,https://www.newark.com/ni/183432-05/sh68f-68f-digital-cable-5m/dp/13AJ3411,0.0,470.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
183432-0R4,https://www.digikey.com/en/products/detail/ni/183432-0R4/16647311,1.0,342.0,Active,https://www.newark.com/ni/183432-0r4/sh68f-68f-digital-cable-0-4m/dp/13AJ3409,0.0,304.0,NO_LONGER_STOCKED,1.0,True,Active,12-22-2025
183432-10,https://www.digikey.com/en/products/detail/ni/183432-10/18710068,0.0,700.88,Active,https://www.newark.com/ni-emerson/183432-10/sh68f-68f-digital-cable-10m/dp/13AJ3412,0.0,623.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
183617-01,https://www.digikey.com/en/products/detail/ni/183617-01/18710542,0.0,1756.12,Active,https://www.newark.com/ni-emerson/183617-01/pci-gpib-gpib-instrument-control/dp/13AJ3413,0.0,1561.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
184125-01,https://www.digikey.com/en/products/detail/ni/184125-01/16647818,0.0,38.25,Active,https://www.newark.com/ni/184125-01/usb-cable-1m-daq-device/dp/13AJ3417,1.0,34.68,STOCKED,1.0,True,Active,12-22-2025
184125-02,https://www.digikey.com/en/products/detail/ni/184125-02/16648829,1.0,61.88,Active,https://www.newark.com/ni/184125-02/usb-cable-2m-daq-device/dp/13AJ3418,2.0,56.1,STOCKED,3.0,True,Active,12-22-2025
184428-01,https://www.digikey.com/en/products/detail/ni/184428-01/16648808,0.0,61.1,Obsolete,,,,,,False,Obsolete,12-22-2025
184639-01,https://www.digikey.com/en/products/detail/ni/184639-01/16648001,0.0,1274.62,Active,https://www.newark.com/ni-emerson/184639-01/calibration-adapter-daq-device/dp/13AJ3421,0.0,1133.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
184670-01,https://www.digikey.com/en/products/detail/ni/184670-01/18710151,0.0,731.25,Active,https://www.newark.com/ni-emerson/184670-01/68m-50f-mio-cable-adapter-rohs/dp/25AK8083,0.0,650.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
184698-01,https://www.digikey.com/en/products/detail/ni/184698-01/16648691,4.0,249.0,Active,https://www.newark.com/ni/184698-01/p-2-probe-set-dmm/dp/13AJ3422,0.0,249.0,NO_LONGER_STOCKED,4.0,True,Active,12-22-2025
184748-01,https://www.digikey.com/en/products/detail/ni/184748-01/18710581,0.0,315.0,Active,https://www.newark.com/ni/184748-01/shc50-68-digital-cable-1m/dp/13AJ3423,0.0,,NO_LONGER_MANUFACTURED,0.0,False,Obsolete,12-22-2025
184749-01,https://www.digikey.com/en/products/detail/ni/184749-01/18710053,0.0,255.38,Active,https://www.newark.com/ni-emerson/184749-01/sh6868ep-multifunction-cable-1m/dp/13AJ3424,0.0,227.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
184749-02,https://www.digikey.com/en/products/detail/ni/184749-02/18709937,1.0,298.12,Active,https://www.newark.com/ni/184749-02/sh6868ep-multifunction-cable-2m/dp/13AJ3425,2.0,270.3,STOCKED,3.0,True,Active,12-22-2025
184749-10,https://www.digikey.com/en/products/detail/ni/184749-10/18710051,0.0,466.88,Active,https://www.newark.com/ni-emerson/184749-10/sh6868ep-multifunction-cable-10m/dp/13AJ3427,0.0,415.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
184931-0R5,https://www.digikey.com/en/products/detail/ni/184931-0R5/18710379,0.0,190.12,Active,https://www.newark.com/ni-emerson/184931-0r5/trigger-cable-500mm-digital-multimeter/dp/13AJ3429,0.0,169.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
185095-01,https://www.digikey.com/en/products/detail/ni/185095-01/16647997,3.0,393.75,Active,https://www.newark.com/ni/185095-01/sh100m-100m-multifunction-cable/dp/13AJ3430,22.0,357.0,STOCKED,25.0,True,Active,12-22-2025
185095-02,https://www.digikey.com/en/products/detail/ni/185095-02/12817867,59.0,439.88,Active,https://www.newark.com/ni/185095-02/sh100m-100m-multifunction-cable/dp/13AJ3431,54.0,398.82,STOCKED,113.0,True,Active,12-22-2025
185095-0R5,https://www.digikey.com/en/products/detail/ni/185095-0R5/27259366,0.0,374.62,Active,https://www.newark.com/ni-emerson/185095-0r5/sh100m-100m-multifunction-cable/dp/47AM1433,0.0,333.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
185183-01,https://www.digikey.com/en/products/detail/ni/185183-01/18710287,0.0,405.0,Active,https://www.newark.com/ni-emerson/185183-01/pci-6503-digital-i-o-device/dp/13AJ3432,0.0,360.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
185196-01,https://www.digikey.com/en/products/detail/ni/185196-01/16647318,0.0,563.62,Active,https://www.newark.com/ni-emerson/185196-01/68scsi-db9m-serial-cable-1m/dp/13AJ3433,0.0,501.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
185262-01,https://www.digikey.com/en/products/detail/ni/185262-01/18710179,1.0,393.75,Active,https://www.newark.com/ni/185262-01/sh68-68-s-multifunction-cable/dp/13AJ3434,0.0,357.0,STOCKED,1.0,True,Active,12-22-2025
185262-02,https://www.digikey.com/en/products/detail/ni/185262-02/16818601,2.0,501.75,Active,https://www.newark.com/ni-emerson/185262-02/sh68-68-s-multifunction-cable/dp/13AJ3435,0.0,446.0,NO_LONGER_STOCKED,2.0,True,Active,12-22-2025
185262-05,https://www.digikey.com/en/products/detail/ni/185262-05/18710691,0.0,624.38,Active,https://www.newark.com/ni-emerson/185262-05/sh68-68-s-multifunction-cable/dp/13AJ3436,0.0,555.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
185434-01,https://www.digikey.com/en/products/detail/ni/185434-01/18710549,0.0,295.88,Active,https://www.newark.com/ni-emerson/185434-01/trigger-cable-1m-test-equipment/dp/13AJ3438,0.0,263.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
185434-0R18,https://www.digikey.com/en/products/detail/ni/185434-0R18/18710583,0.0,234.0,Active,https://www.newark.com/ni-emerson/185434-0r18/trigger-cable-180mm-test-equipment/dp/13AJ3437,0.0,208.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
185692-01,https://www.digikey.com/en/products/detail/ni/185692-01/16647239,11.0,91.12,Active,https://www.newark.com/ni/185692-01/p-3-probe-set-dmm/dp/14AJ4629,3.0,82.62,STOCKED,14.0,True,Active,12-22-2025
185845-01,https://www.digikey.com/en/products/detail/ni/185845-01/27259346,0.0,550.12,Active,https://www.newark.com/ni-emerson/185845-01/serial-cable-1m-gpib-interface/dp/13AJ3440,0.0,489.0,DIRECT_SHIP,0.0,False,Active,12-22-2025
186380-02,https://www.digikey.com/en/products/detail/ni/186380-02/12817672,0.0,264.0,Obsolete,https://www.newark.com/ni/186380-02/shc68-68m-epm-multifunction-cable/dp/13AJ3442,7.0,320.28,STOCKED,7.0,True,Obsolete,12-22-2025
186381-01,https://www.digikey.com/en/products/detail/ni/186381-01/16647880,1.0,253.12,Active,https://www.newark.com/ni/186381-01/sh68-c68-s-multifunction-cable/dp/14AJ4630,1.0,229.5,STOCKED,2.0,True,Active,12-22-2025
186381-02,https://www.digikey.com/en/products/detail/ni/186381-02/16647494,12.0,280.12,Active,https://www.newark.com/ni/186381-02/sh68m-c68f-s-multifunction-cable/dp/13AJ3444,15.0,253.98,STOCKED,27.0,True,Active,12-22-2025
186381-0R5,https://www.digikey.com/en/products/detail/ni/186381-0R5/16647368,0.0,253.12,Active,https://www.newark.com/ni-emerson/186381-0r5/shc68-68m-epm-multifunction-cable/dp/13AJ3443,0.0,225.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
186838-01,https://www.digikey.com/en/products/detail/ni/186838-01/12817696,6.0,267.75,Active,https://www.newark.com/ni/186838-01/shc68-68-ep-multifunction-cable/dp/13AJ3446,0.0,238.0,NO_LONGER_STOCKED,6.0,True,Active,12-22-2025
186838-02,https://www.digikey.com/en/products/detail/ni/186838-02/18710225,0.0,319.5,Active,https://www.newark.com/ni-emerson/186838-02/shc68-68-ep-multifunction-cable/dp/13AJ3447,0.0,284.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
186838-0R5,https://www.digikey.com/en/products/detail/ni/186838-0R5/18710561,0.0,255.38,Active,https://www.newark.com/ni-emerson/186838-0r5/shc68-68-ep-multifunction-cable/dp/13AJ3445,0.0,227.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
186900-01,,,,,,,,,,False,Active,12-22-2025
187051-01,https://www.digikey.com/en/products/detail/ni/187051-01/16647726,1.0,319.5,Active,https://www.newark.com/ni-emerson/187051-01/sh68f-68r1f-ep-multifunction-cable/dp/13AJ3448,0.0,284.0,NO_LONGER_STOCKED,1.0,True,Active,12-22-2025
187106-01,https://www.digikey.com/en/products/detail/ni/187106-01/16647964,0.0,426.38,Active,https://www.newark.com/ni-emerson/187106-01/sma100-torque-wrench-sma-conn/dp/13AJ3449,0.0,379.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
187252-01,https://www.digikey.com/en/products/detail/ni/187252-01/12817614,12.0,186.75,Active,https://www.newark.com/ni/187252-01/r68f-68f-ribbon-cable-1m/dp/13AJ3452,25.0,169.32,STOCKED,37.0,True,Active,12-22-2025
187252-0R25,https://www.digikey.com/en/products/detail/ni/187252-0R25/16648307,0.0,166.5,Active,https://www.newark.com/ni/187252-0r25/r68f-68f-ribbon-cable-0-25m/dp/13AJ3450,9.0,150.96,NO_LONGER_STOCKED,9.0,True,Active,12-22-2025
187252-0R5,https://www.digikey.com/en/products/detail/ni/187252-0R5/16648834,0.0,166.5,Active,https://www.newark.com/ni-emerson/187252-0r5/r68f-68f-ribbon-cable-0-5m/dp/13AJ3451,0.0,148.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
187322-02,https://www.digikey.com/en/products/detail/ni/187322-02/12817697,3.0,1083.38,Active,https://www.newark.com/ni/187322-02/rack-mount-kit-gpib-module/dp/13AJ3453,2.0,982.26,STOCKED,5.0,True,Active,12-22-2025
187375-01,https://www.digikey.com/en/products/detail/ni/187375-01/13922159,0.0,43.88,Active,https://www.newark.com/ni-emerson/187375-01/ethernet-cable-1m-test-equipment/dp/13AJ3454,0.0,39.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
187375-05,https://www.digikey.com/en/products/detail/ni/187375-05/13922154,0.0,55.12,Active,https://www.newark.com/ni-emerson/187375-05/ethernet-cable-5m-test-equipment/dp/13AJ3455,0.0,49.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
187375-10,https://www.digikey.com/en/products/detail/ni/187375-10/13922171,0.0,66.38,Active,https://www.newark.com/ni/187375-10/ethernet-cable-10m-test-equipment/dp/13AJ3456,1.0,60.18,STOCKED,1.0,True,Active,12-22-2025
187539-01,https://www.digikey.com/en/products/detail/ni/187539-01/16648736,0.0,222.75,Active,https://www.newark.com/ni-emerson/187539-01/m-2-5-screwlock-for-oem-rohs-compliant/dp/57AK7530,0.0,198.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
187949-01,https://www.digikey.com/en/products/detail/ni/187949-01/18709761,55.0,51.75,Active,https://www.newark.com/ni/187949-01/jackscrew-kit-daq/dp/14AJ4631,0.0,46.92,STOCKED,55.0,True,Active,12-22-2025
187949-10,https://www.digikey.com/en/products/detail/ni/187949-10/18710582,57.0,166.5,Active,https://www.newark.com/ni/187949-10/jackscrew-kit-daq/dp/13AJ1598,9.0,150.96,STOCKED,66.0,True,Active,12-22-2025
187965-01,https://www.digikey.com/en/products/detail/ni/187965-01/18710664,0.0,2265.75,Active,https://www.newark.com/ni-emerson/187965-01/gpib-usb-hs-gpib-control-device/dp/13AJ3459,0.0,2014.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
188143-01,https://www.digikey.com/en/products/detail/ni/188143-01/16647916,0.0,1080.0,Active,https://www.newark.com/ni/188143-01/shc68-c68-d3-lvds-cable-1m/dp/13AJ3460,1.0,979.2,STOCKED,1.0,True,Active,12-22-2025
188374-01,https://www.digikey.com/en/products/detail/ni/188374-01/16647657,2.0,186.75,Active,https://www.newark.com/ni-emerson/188374-01/mcx-mcx-coaxial-cable-1m/dp/13AJ3463,0.0,166.0,NO_LONGER_STOCKED,2.0,True,Active,12-22-2025
188374-0R15,https://www.digikey.com/en/products/detail/ni/188374-0R15/16647757,0.0,181.12,Active,https://www.newark.com/ni-emerson/188374-0r15/mcx-mcx-coaxial-cable-15cm/dp/13AJ3461,0.0,161.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
188374-0R3,https://www.digikey.com/en/products/detail/ni/188374-0R3/16647787,0.0,186.75,Active,https://www.newark.com/ni-emerson/188374-0r3/mcx-mcx-coaxial-cable-30cm/dp/13AJ3462,0.0,166.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
188375-01,https://www.digikey.com/en/products/detail/ni/188375-01/16648719,0.0,186.75,Active,https://www.newark.com/ni/188375-01/mcx-bnc-coaxial-cable-1m/dp/13AJ3465,0.0,166.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
188375-0R3,https://www.digikey.com/en/products/detail/ni/188375-0R3/16648606,0.0,186.75,Active,https://www.newark.com/ni-emerson/188375-0r3/mcx-bnc-coaxial-cable-30cm/dp/13AJ3464,0.0,166.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
188376-01,https://www.digikey.com/en/products/detail/ni/188376-01/16648332,0.0,186.75,Active,https://www.newark.com/ni-emerson/188376-01/mcx-smb-coaxial-cable-1m/dp/13AJ3467,0.0,166.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
188376-0R3,https://www.digikey.com/en/products/detail/ni/188376-0R3/16647985,0.0,173.25,Active,https://www.newark.com/ni-emerson/188376-0r3/mcx-smb-coaxial-cable-30cm/dp/13AJ3466,0.0,154.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
188377-01,https://www.digikey.com/en/products/detail/ni/188377-01/16647971,2.0,166.0,Active,https://www.newark.com/ni/188377-01/mcx-sma-coaxial-cable-1m/dp/13AJ3469,0.0,166.0,NO_LONGER_STOCKED,2.0,True,Active,12-22-2025
188377-0R3,https://www.digikey.com/en/products/detail/ni/188377-0R3/16648046,1.0,198.0,Active,https://www.newark.com/ni-emerson/188377-0r3/mcx-sma-coaxial-cable-30cm/dp/13AJ3468,0.0,176.0,NO_LONGER_STOCKED,1.0,True,Active,12-22-2025
188858-01,https://www.digikey.com/en/products/detail/ni/188858-01/18710353,0.0,303.75,Active,https://www.newark.com/ni-emerson/188858-01/coaxial-cable-1m-test-equipment/dp/13AJ3470,0.0,270.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
188859-01,https://www.digikey.com/en/products/detail/ni/188859-01/16647863,1.0,184.5,Active,https://www.newark.com/ni/188859-01/coaxial-cable-1m-test-equipment/dp/13AJ3471,1.0,167.28,STOCKED,2.0,True,Active,12-22-2025
189041-02,https://www.digikey.com/en/products/detail/ni/189041-02/16647542,82.0,144.0,Active,https://www.newark.com/ni-emerson/189041-02/multifunction-cable-i-o-device/dp/59AJ2074,181.0,130.56,STOCKED,263.0,True,Active,12-22-2025
189425-0R6,https://www.digikey.com/en/products/detail/ni/189425-0R6/18710613,0.0,335.25,Active,https://www.newark.com/ni-emerson/189425-0r6/coaxial-cable-60cm-test-equipment/dp/13AJ3472,0.0,298.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
189588-01,https://www.digikey.com/en/products/detail/ni/189588-01/16647758,8.0,294.75,Active,https://www.newark.com/ni/189588-01/shc68m-68f-rmio-multifunction/dp/13AJ1599,5.0,267.24,STOCKED,13.0,True,Active,12-22-2025
189588-02,https://www.digikey.com/en/products/detail/ni/189588-02/16648005,11.0,365.62,Active,https://www.newark.com/ni/189588-02/shc68m-68f-rmio-multifunction/dp/13AJ3473,16.0,331.5,STOCKED,27.0,True,Active,12-22-2025
189919-0R5,https://www.digikey.com/en/products/detail/ni/189919-0R5/18710697,0.0,184.5,Active,https://www.newark.com/ni-emerson/189919-0r5/5122-coaxial-cable-test-equipment/dp/13AJ3474,0.0,164.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
190233-01,https://www.digikey.com/en/products/detail/ni/190233-01/16648527,2.0,345.38,Active,https://www.newark.com/ni/190233-01/sh68m-68m-epm-multifunction-cable/dp/13AJ3476,0.0,313.14,NO_LONGER_STOCKED,2.0,True,Active,12-22-2025
190233-02,https://www.digikey.com/en/products/detail/ni/190233-02/15814654,4.0,429.75,Active,https://www.newark.com/ni/190233-02/sh68m-68m-epm-multifunction-cable/dp/13AJ3477,1.0,389.64,STOCKED,5.0,True,Active,12-22-2025
190233-0R5,https://www.digikey.com/en/products/detail/ni/190233-0R5/16647784,0.0,345.38,Active,https://www.newark.com/ni-emerson/190233-0r5/sh68m-68m-epm-multifunction-cable/dp/13AJ3475,0.0,307.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
190412-04,https://www.digikey.com/en/products/detail/ni/190412-04/27259351,0.0,93.38,Active,https://www.newark.com/ni-emerson/190412-04/rf-cable-3-5mm-m-to-3-5mm-m-pxie/dp/87AK1828,0.0,83.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
190654-01,https://www.digikey.com/en/products/detail/ni/190654-01/15218859,1.0,147.38,Active,https://www.newark.com/weidmuller/1906540150/sail-m12bw-5s1-5u/dp/44T6426,0.0,42.64,NO_LONGER_STOCKED,1.0,True,Active,12-22-2025
190654-02,https://www.digikey.com/en/products/detail/ni/190654-02/15218936,0.0,164.25,Active,https://www.newark.com/ni-emerson/190654-02/sh25m-10f-multifunction-cable/dp/13AJ3480,0.0,146.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
190656-01,https://www.digikey.com/en/products/detail/ni/190656-01/15219126,0.0,122.62,Active,https://www.newark.com/ni-emerson/190656-01/sh10m-10f-multifunction-cable/dp/13AJ3481,0.0,117.72,NO_LONGER_MANUFACTURED,0.0,False,Obsolete,12-22-2025
190656-02,https://www.digikey.com/en/products/detail/ni/190656-02/15219096,0.0,164.25,Active,https://www.newark.com/ni-emerson/190656-02/sh10m-10f-multifunction-cable/dp/13AJ3482,0.0,146.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
190668-01,https://www.digikey.com/en/products/detail/ni/190668-01/18709989,4.0,579.38,Active,https://www.newark.com/ni-emerson/190668-01/sh96-96-1-analog-cable-1m/dp/13AJ3483,0.0,515.0,NO_LONGER_STOCKED,4.0,True,Active,12-22-2025
190668-03,https://www.digikey.com/en/products/detail/ni/190668-03/18710293,10.0,853.88,Active,https://www.newark.com/ni/190668-03/sh96-96-1-analog-cable-3m/dp/13AJ3484,0.0,774.18,STOCKED,10.0,True,Active,12-22-2025
190668-05,https://www.digikey.com/en/products/detail/ni/190668-05/18710623,0.0,1100.25,Active,https://www.newark.com/ni-emerson/190668-05/sh96-96-1-analog-cable-5m/dp/13AJ3485,0.0,978.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
190957-03,https://www.digikey.com/en/products/detail/ni/190957-03/18710415,0.0,301.5,Active,https://www.newark.com/ni/190957-03/mxi-4-chassis-remote-control-cable/dp/13AJ3489,0.0,,NO_LONGER_MANUFACTURED,0.0,False,Obsolete,12-22-2025
191039-01,https://www.digikey.com/en/products/detail/ni/191039-01/18710686,5.0,848.25,Active,https://www.newark.com/ni/191039-01/usb-6009-multifunction-i-o-device/dp/13AJ3490,4.0,769.08,STOCKED,9.0,True,Active,12-22-2025
191039-02,https://www.digikey.com/en/products/detail/ni/191039-02/18710693,0.0,578.25,Active,https://www.newark.com/ni-emerson/191039-02/usb-6008-multifunction-i-o-device/dp/13AJ3491,0.0,514.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
191329-04,https://www.digikey.com/en/products/detail/ni/191329-04/18710665,0.0,1170.3,Obsolete,https://www.newark.com/ni/191329-04/pci-6220-multifunction-i-o-device/dp/13AJ3492,0.0,,NO_LONGER_MANUFACTURED,0.0,False,Obsolete,12-22-2025
191667-01,https://www.digikey.com/en/products/detail/ni/191667-01/16648793,1.0,294.75,Active,https://www.newark.com/ni/191667-01/shc68-68-rdio-digital-cable-1m/dp/13AJ1600,3.0,267.24,STOCKED,4.0,True,Active,12-22-2025
191945-01,https://www.digikey.com/en/products/detail/ni/191945-01/12709351,20.0,199.12,Active,https://www.newark.com/ni/191945-01/shc68-68-multifunction-cable-1m/dp/13AJ3494,1.0,180.54,STOCKED,21.0,True,Active,12-22-2025
191945-02,https://www.digikey.com/en/products/detail/ni/191945-02/16648709,11.0,229.5,Active,https://www.newark.com/ni/191945-02/shc68-68-multifunction-cable-2m/dp/13AJ3495,26.0,208.08,STOCKED,37.0,True,Active,12-22-2025
191945-0R5,https://www.digikey.com/en/products/detail/ni/191945-0R5/16647562,1.0,174.38,Active,https://www.newark.com/ni/191945-0r5/shc68-68-multifunction-cable-0/dp/13AJ3493,1.0,158.1,STOCKED,2.0,True,Active,12-22-2025
192017-02,https://www.digikey.com/en/products/detail/ni/192017-02/16647867,0.0,140.62,Active,https://www.newark.com/ni/192017-02/db9f-db9f-can-lin-cable-2m/dp/13AJ3496,17.0,127.5,STOCKED,17.0,True,Active,12-22-2025
192061-01,https://www.digikey.com/en/products/detail/ni/192061-01/12817834,180.0,236.25,Active,https://www.newark.com/ni/192061-01/shc68-68-epm-multifunction-cable/dp/13AJ3498,46.0,214.2,STOCKED,226.0,True,Active,12-22-2025
192061-02,https://www.digikey.com/en/products/detail/ni/192061-02/12817632,126.0,294.75,Active,https://www.newark.com/ni/192061-02/shc68-68-epm-multifunction-cable/dp/13AJ3499,214.0,267.24,STOCKED,340.0,True,Active,12-22-2025
192061-05,https://www.digikey.com/en/products/detail/ni/192061-05/16647792,7.0,396.0,Active,https://www.newark.com/ni/192061-05/shc68-68-epm-multifunction-cable/dp/13AJ3500,36.0,359.04,STOCKED,43.0,True,Active,12-22-2025
192061-0R5,https://www.digikey.com/en/products/detail/ni/192061-0R5/16648689,7.0,236.25,Active,https://www.newark.com/ni/192061-0r5/shc68-68-epm-multifunction-cable/dp/13AJ3497,3.0,214.2,STOCKED,10.0,True,Active,12-22-2025
192061-10,https://www.digikey.com/en/products/detail/ni/192061-10/16648899,0.0,504.0,Active,https://www.newark.com/ni/192061-10/shc68-68-epm-multifunction-cable/dp/13AJ3501,1.0,456.96,STOCKED,1.0,True,Active,12-22-2025
192190-01,https://www.digikey.com/en/products/detail/ni/192190-01/16648781,0.0,86.62,Active,https://www.newark.com/ni-emerson/192190-01/rj50-db9-multifunction-cable-1m/dp/13AJ3502,0.0,77.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
192288-0R3,https://www.digikey.com/en/products/detail/ni/192288-0R3/16648495,15.0,212.62,Active,https://www.newark.com/ni-emerson/192288-0r3/sh68m-68m-epm-multifunction-cable/dp/14AJ4632,0.0,189.0,NO_LONGER_STOCKED,15.0,True,Active,12-22-2025
192317-50,https://www.digikey.com/en/products/detail/ni/192317-50/12709345,84.0,217.12,Active,https://www.newark.com/ni/192317-50/usb-6501-digital-i-o-device/dp/13AJ3503,26.0,196.86,STOCKED,110.0,True,Active,12-22-2025
192344-01,https://www.digikey.com/en/products/detail/ni/192344-01/16648519,0.0,1541.25,Active,https://www.newark.com/ni/192344-01/shb12x-b12x-lvds-cable-1m/dp/13AJ3504,2.0,1397.4,STOCKED,2.0,True,Active,12-22-2025
192344-02,https://www.digikey.com/en/products/detail/ni/192344-02/16648280,0.0,2110.5,Active,https://www.newark.com/ni-emerson/192344-02/shb12x-b12x-lvds-cable-2m/dp/13AJ3505,0.0,1876.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
192524-01,https://www.digikey.com/en/products/detail/ni/192524-01/18709916,0.0,164.25,Active,https://www.newark.com/ni/192524-01/expresscard-strain-relief-accessory/dp/13AJ3506,0.0,,NO_LONGER_MANUFACTURED,0.0,False,Obsolete,12-22-2025
192568-01,https://www.digikey.com/en/products/detail/ni/192568-01/15218841,1.0,83.25,Active,https://www.newark.com/ni/192568-01/sh25f-25m-multifunction-cable/dp/13AJ3507,19.0,75.48,STOCKED,20.0,True,Active,12-22-2025
192568-02,https://www.digikey.com/en/products/detail/ni/192568-02/15219008,1.0,110.25,Active,https://www.newark.com/ni/192568-02/sh25f-25m-multifunction-cable/dp/13AJ3508,1.0,81.23,NO_LONGER_STOCKED,2.0,True,Active,12-22-2025
192665-01,https://www.digikey.com/en/products/detail/ni/192665-01/15218883,0.0,88.88,Active,https://www.newark.com/ni-emerson/192665-01/crio-9938-backshell-w-conn-block/dp/13AJ3509,0.0,79.0,NO_LONGER_STOCKED,0.0,False,Active,12-22-2025
192681-1R5,https://www.digikey.com/en/products/detail/ni/192681-1R5/16648197,1.0,1587.38,Active,https://www.newark.com/ni/192681-1r5/shc68-h1x38-digital-cable-1-5m/dp/13AJ3510,0.0,1411.0,NO_LONGER_STOCKED,1.0,True,Active,12-22-2025
192692-01,https://www.digikey.com/en/products/detail/ni/192692-01/15218944,16.0,88.88,Active,https://www.newark.com/ni/192692-01/crio-9939-backshell-16p-terminal/dp/13AJ3511,17.0,80.58,STOCKED,33.0,True,Active,12-22-2025
192795-0R2,https://www.digikey.com/en/products/detail/ni/192795-0R2/18709899,1.0,203.62,Active,https://www.newark.com/ni/192795-0r2/hv6-ban4-switch-cable-0-2m/dp/13AJ3512,3.0,184.62,STOCKED,4.0,True,Active,12-22-2025
193128-01,https://www.digikey.com/en/products/detail/ni/193128-01/16648255,26.0,82.12,Active,https://www.newark.com/ni/193128-01/db9f-db9f-can-lin-cable-1m/dp/13AJ3513,37.0,74.46,STOCKED,63.0,True,Active,12-22-2025
